Date,ADA,ALGO,ANKR,ATOM,BAND,BAT,BNB,BTC,BUSD,CELR,CHZ,COS,DASH,DENT,DOCK,DOGE,DUSK,ENJ,EOS,ETC,ETH,FET,FTM,FUN,HBAR,HOT,ICX,IOST,LINK,LTC,MATIC,MTL,NEO,NULS,OMG,ONE,ONG,ONT,PERL,QTUM,REN,RVN,TFUEL,THETA,TOMO,TRX,VET,WAN,WAVES,WIN,XLM,XMR,XRP,XTZ,ZEC,ZIL,ZRX
2019-10-30,0.04171,0.211,0.002161,3.016,0.2985,0.2343,20.052,9154.72,0.9993,0.00416,0.010761,0.01529,72.05,0.0002422,0.010724,0.0025936,0.0532,0.06329,3.2672,4.7871,183.13,0.03908,0.01204,0.00314,0.03272,0.0009128,0.1689,0.006577,2.6093,57.89,0.0134,0.3509,11.255,0.4301,0.9783,0.0051,0.162,0.8911,0.03134,2.192,0.0494,0.029,0.00345,0.09529,0.3612,0.01995,0.004135,0.2237,0.7813,0.0001645,0.06388,58.42,0.29471,0.8755,38.37,0.00556,0.271
2019-10-31,0.04126,0.221,0.002221,3.263,0.3154,0.232,19.9099,9140.85,0.9992,0.00414,0.010725,0.01539,71.47,0.0002441,0.01097,0.0025844,0.0562,0.06406,3.2531,4.8074,182.18,0.03776,0.01206,0.003122,0.0332,0.0009119,0.1618,0.007177,2.7219,58.29,0.0136,0.3658,10.536,0.4161,0.9425,0.0052,0.1579,0.8551,0.02978,2.144,0.04982,0.02908,0.00339,0.09297,0.3785,0.01974,0.004097,0.2316,0.7801,0.0001974,0.06512,59.01,0.29452,0.8832,37.53,0.00561,0.2716
2019-11-01,0.04211,0.2596,0.002288,3.257,0.3114,0.2345,19.9999,9231.61,0.9993,0.00423,0.011721,0.01535,71.81,0.0002453,0.011199,0.0025932,0.0558,0.06664,3.3419,4.8656,182.85,0.03876,0.01193,0.003249,0.03475,0.0009181,0.1628,0.007012,2.7091,58.23,0.01377,0.3702,10.609,0.418,0.9765,0.00533,0.1556,0.8682,0.02912,2.156,0.05252,0.02875,0.00349,0.094,0.4389,0.01962,0.003981,0.2271,0.792,0.0001916,0.069,60.62,0.29146,0.8728,37.66,0.00632,0.298
2019-11-02,0.04237,0.2584,0.002511,3.419,0.3103,0.2332,20.1745,9289.52,0.9987,0.00428,0.013979,0.01538,72.12,0.0002526,0.010999,0.0025773,0.0567,0.06615,3.3221,4.9241,182.91,0.03871,0.01186,0.00318,0.03431,0.0009079,0.1646,0.00695,2.6973,58.25,0.01353,0.4152,10.946,0.4393,0.9868,0.00569,0.159,0.9255,0.02887,2.183,0.05448,0.02927,0.00348,0.09341,0.4176,0.01988,0.004204,0.2276,0.8,0.000188,0.07123,62.15,0.29456,0.8619,37.62,0.00607,0.2933
2019-11-03,0.04168,0.2639,0.002413,3.383,0.3323,0.2309,20.1874,9194.71,0.9996,0.00438,0.015936,0.01592,71.16,0.0002481,0.010972,0.0025861,0.0598,0.06598,3.2702,4.8765,181.54,0.04025,0.01194,0.003243,0.03691,0.000905,0.1661,0.006723,2.6605,58.29,0.01354,0.4047,11.05,0.4111,0.9605,0.00553,0.1586,0.8964,0.02953,2.132,0.05366,0.03003,0.00347,0.09281,0.4678,0.01964,0.004234,0.2232,0.7932,0.0001814,0.06863,63.25,0.29024,0.8666,37.03,0.00597,0.294
2019-11-04,0.0432,0.2577,0.002404,3.613,0.3359,0.2421,20.6139,9393.35,0.9986,0.0045,0.017132,0.01649,72.69,0.0002529,0.010643,0.0025751,0.057,0.067,3.438,4.9625,185.71,0.04229,0.01322,0.003475,0.03661,0.0009169,0.1774,0.00672,2.6746,61.29,0.01432,0.3805,11.412,0.4081,0.982,0.00572,0.1566,0.9085,0.02994,2.271,0.0511,0.02942,0.00359,0.09328,0.4658,0.0198,0.004386,0.2294,0.8085,0.00018,0.07929,62.98,0.29863,0.8859,37.77,0.00607,0.2956
2019-11-05,0.04411,0.2834,0.002357,3.756,0.3663,0.2496,20.6588,9308.66,0.9991,0.00464,0.015877,0.01618,74.34,0.0002541,0.010813,0.0025927,0.0567,0.06685,3.618,5.0179,188.68,0.04267,0.01388,0.00348,0.03612,0.0009419,0.1821,0.006976,2.6746,63.12,0.0147,0.3852,11.14,0.4044,1.0242,0.00626,0.1555,0.901,0.03122,2.258,0.05291,0.02945,0.00356,0.09344,0.4255,0.01975,0.004891,0.2433,0.8256,0.0001797,0.08221,62.8,0.30061,0.9243,38.68,0.00623,0.2913
2019-11-06,0.04475,0.2843,0.002412,3.835,0.3488,0.264,20.7,9339.05,1.0,0.0045,0.0152,0.01565,74.09,0.0002555,0.010629,0.0025952,0.0584,0.06732,3.6039,5.0745,191.16,0.04246,0.01356,0.003811,0.03421,0.0009401,0.1818,0.006974,2.7448,64.11,0.01447,0.3774,11.085,0.4153,1.033,0.00594,0.1539,0.8931,0.03095,2.283,0.06038,0.0296,0.0035,0.0946,0.3956,0.02013,0.00524,0.2409,0.8138,0.0001769,0.07684,64.0,0.31009,1.0156,38.82,0.00642,0.3095
2019-11-07,0.04342,0.2709,0.00239,3.88,0.3527,0.2512,20.4208,9216.2,1.0012,0.0044,0.014417,0.01535,72.18,0.0002507,0.010616,0.0026982,0.056,0.06547,3.4661,5.2412,186.68,0.04174,0.0143,0.003775,0.03282,0.0009851,0.1799,0.006517,2.6757,61.39,0.01512,0.3602,11.123,0.4083,0.9955,0.00606,0.1485,0.8931,0.03006,2.205,0.05753,0.02917,0.00359,0.09153,0.3775,0.01951,0.005616,0.2306,0.8076,0.0001731,0.07423,63.07,0.29061,1.2079,38.6,0.00657,0.3046
2019-11-08,,0.2556,0.002263,3.806,0.3452,0.2375,19.646,8773.73,1.0012,0.0041,0.012839,0.0145,69.32,0.0002481,0.009951,0.0026381,0.0541,0.06185,3.4114,4.9754,183.74,0.03901,0.01344,0.00352,0.03284,0.0009476,0.1647,0.005967,2.71,60.38,0.01432,0.3492,10.637,0.3919,0.9574,0.00567,0.1411,0.8232,0.02823,2.153,0.05449,0.02816,0.0034,0.08837,0.3683,0.01876,0.005305,0.2213,0.7737,0.0001715,0.07116,60.77,0.27547,1.1659,36.43,0.006,0.2929
2019-11-09,,0.2623,0.002305,3.965,0.3412,0.2484,19.6999,8809.41,1.0006,0.00416,0.013381,0.01496,69.58,0.0002439,0.010057,0.0027126,0.0541,0.06299,3.488,4.9554,184.89,0.03998,0.01391,0.003721,0.03675,0.0009472,0.1639,0.006001,2.8009,62.04,0.01491,0.353,10.68,0.3961,0.9622,0.00567,0.1467,0.8263,0.02784,2.136,0.05704,0.02866,0.00343,0.09042,0.375,0.01894,0.005122,0.216,0.771,0.0001794,0.07314,61.83,0.2799,1.2658,36.75,0.00602,0.3047
2019-11-10,0.04384,0.2674,0.002315,4.192,0.3505,0.2444,20.4333,9039.47,1.0,0.00421,0.013226,0.01507,71.41,0.0002438,0.010216,0.0027565,0.0557,0.0635,3.5828,5.0365,188.96,0.04049,0.01385,0.003956,0.03537,0.0009721,0.1675,0.006153,2.777,63.65,0.01571,0.3573,11.016,0.402,1.0064,0.00575,0.1511,0.8518,0.02792,2.185,0.05594,0.02934,0.00341,0.08954,0.3589,0.01934,0.005739,0.2232,0.7977,0.0001875,0.07892,63.78,0.27894,1.2237,37.58,0.00605,0.3074
2019-11-11,0.04315,0.2826,0.002277,4.353,0.338,0.2394,20.0888,8733.27,1.0019,0.00417,0.012983,0.01456,70.15,0.0002346,0.010074,0.002705,0.054,0.06132,3.4372,4.8916,184.98,0.04073,0.01347,0.004079,0.03459,0.0009617,0.1612,0.006213,2.744,61.84,0.01541,0.3481,11.147,0.3933,0.9516,0.00566,0.1459,0.8464,0.02728,2.109,0.05563,0.0285,0.00334,0.08894,0.38,0.01909,0.00606,0.2221,0.7823,0.0001809,0.08,61.72,0.27423,1.1706,36.63,0.00574,0.3022
2019-11-12,0.0437,0.2726,0.00222,4.228,0.334,0.2417,20.9798,8821.94,1.0022,0.00415,0.013633,0.01455,70.21,0.0002413,0.010101,0.0027078,0.0527,0.06173,3.4824,4.9067,187.09,0.04034,0.01314,0.003826,0.03513,0.0010314,0.161,0.006426,2.8152,61.42,0.01487,0.3503,12.116,0.4076,0.963,0.0057,0.1473,0.9166,0.0275,2.25,0.05761,0.02854,0.00331,0.09035,0.3754,0.01968,0.006543,0.2269,0.775,0.0001819,0.07686,62.26,0.27222,1.1655,36.84,0.00584,0.3008
2019-11-13,0.04326,0.2873,0.002263,3.986,0.3364,0.2543,21.3846,8777.12,1.0015,0.00415,0.014479,0.0149,69.72,0.0002355,0.010084,0.0026821,0.0543,0.0625,3.4714,4.849,188.11,0.04198,0.01318,0.00379,0.03539,0.0010061,0.1633,0.006523,3.02,60.96,0.01493,0.3466,13.159,0.4212,0.9799,0.00563,0.1502,0.9313,0.02784,2.266,0.05893,0.02812,0.00328,0.09,0.3982,0.02012,0.006279,0.2341,0.789,0.0001827,0.07616,65.25,0.27202,1.1314,36.84,0.00584,0.3006
2019-11-14,0.04279,0.277,0.002231,4.006,0.3257,0.2565,21.3166,8646.68,1.0023,0.00407,0.014381,0.01437,68.75,0.0002311,0.009991,0.002662,0.0525,0.06488,3.3953,4.7515,184.92,0.04378,0.01277,0.003654,0.03397,0.0009796,0.1605,0.0064,3.039,59.0,0.01443,0.3429,12.674,0.4087,1.0127,0.0055,0.145,0.8868,0.02703,2.308,0.06136,0.02726,0.00324,0.08763,0.3627,0.01941,0.007294,0.2213,0.7723,0.0001779,0.07414,65.02,0.26795,1.2162,36.4,0.00607,0.2906
2019-11-15,0.04388,0.2645,0.002233,3.926,0.3096,0.251,20.2735,8471.73,1.0019,0.00421,0.013591,0.01389,68.02,0.0002215,0.010101,0.002658,0.0518,0.06538,3.3334,4.5652,180.0,0.04623,0.01311,0.003574,0.03241,0.000987,0.157,0.006529,3.0389,57.6,0.01381,0.3566,12.012,0.389,1.0067,0.00536,0.145,0.8308,0.02674,2.17,0.05713,0.02644,0.00327,0.09257,0.3462,0.01858,0.007821,0.2166,0.7708,0.0001747,0.07214,61.9,0.26069,1.17,36.13,0.0067,0.2774
2019-11-16,0.04386,0.2721,0.002354,3.964,0.3137,0.2677,20.1631,8491.02,1.0013,0.00453,0.013713,0.01389,67.91,0.0002249,0.010526,0.0026606,0.0525,0.06851,3.3736,4.6297,182.37,0.04935,0.01296,0.003705,0.03261,0.0009801,0.1606,0.006612,2.9894,58.3,0.01445,0.3575,12.394,0.3887,1.045,0.00623,0.1445,0.8347,0.02826,2.145,0.05737,0.02677,0.00341,0.08934,0.355,0.01866,0.00725,0.2284,0.7671,0.0001751,0.07126,61.38,0.26218,1.1546,35.86,0.00665,0.282
2019-11-17,0.04501,0.2674,0.0023,3.895,0.3224,0.2749,20.194,8502.4,1.0004,0.00444,0.013743,0.01434,67.67,0.0002242,0.010302,0.0026258,0.0524,0.06634,3.3958,4.6139,183.82,0.04569,0.01285,0.003686,0.03261,0.0009725,0.1646,0.006475,2.91,59.22,0.01432,0.351,12.055,0.3912,1.0248,0.0059,0.1453,0.8197,0.02755,2.13,0.05591,0.02655,0.003344,0.08836,0.3474,0.01874,0.007658,0.262,0.767,0.0001717,0.07157,61.73,0.26311,1.1552,35.78,0.00659,0.2761
2019-11-18,,0.2489,0.002212,3.606,0.3033,0.2625,19.0817,8187.17,1.0022,0.00419,0.012931,0.0134,64.24,0.0002077,0.009474,0.0025395,0.05,0.06443,3.181,4.3674,178.2,0.04257,0.01215,0.003559,0.03071,0.0008827,0.1561,0.006076,2.7885,55.81,0.01404,0.3407,11.32,0.3575,0.9387,0.00558,0.1356,0.7568,0.0257,1.964,0.05124,0.0256,0.00324,0.09235,0.3155,0.01715,0.007388,0.2302,0.7274,0.0001584,0.06697,58.41,0.25179,1.2122,34.66,0.0061,0.2618
2019-11-19,0.04212,0.2443,0.00215,3.519,0.3004,0.2497,18.4997,8133.64,1.0018,0.00411,0.012372,0.01306,65.24,0.0001969,0.009276,0.0025165,0.048,0.0657,3.12,4.3865,175.94,0.04286,0.01187,0.003614,0.03022,0.000876,0.1631,0.006374,2.7255,55.13,0.01484,0.3308,11.72,0.348,0.8957,0.00576,0.1304,0.7276,0.02526,1.926,0.05207,0.02497,0.003146,0.0937,0.3149,0.01695,0.00688,0.23,0.7214,0.0001552,0.0656,58.53,0.25398,1.2036,33.99,0.00591,0.26
2019-11-20,0.0409,0.2539,0.002232,3.334,0.3075,0.2331,18.0826,8098.01,1.002,0.004,0.011891,0.01275,63.56,0.000198,0.009124,0.0025225,0.0477,0.07096,3.0805,4.3374,174.72,0.04031,0.01133,0.003447,0.02926,0.000896,0.156,0.006068,2.6982,54.98,0.01434,0.3241,11.501,0.3375,0.8878,0.00573,0.1333,0.7195,0.02482,1.901,0.04955,0.02462,0.003165,0.08875,0.3088,0.01655,0.006133,0.2317,0.7094,0.000151,0.06402,57.9,0.25014,1.2145,33.75,0.00576,0.2623
2019-11-21,0.03837,0.247,0.002023,3.189,0.264,0.2217,16.7985,7627.74,1.0015,0.00373,0.011304,0.01179,60.35,0.0001841,0.008474,0.0024063,0.0422,0.062,2.8184,4.1785,161.01,0.03937,0.01046,0.003232,0.02744,0.0008376,0.1442,0.005498,2.5456,50.61,0.01425,0.3064,11.05,0.3108,0.8217,0.00554,0.1243,0.6682,0.02197,1.786,0.04901,0.02328,0.002902,0.08205,0.285,0.01539,0.005725,0.2088,0.651,0.0001338,0.06072,54.11,0.24345,1.2158,31.37,0.00527,0.2619
2019-11-22,0.03699,0.2224,0.001996,2.941,0.2526,0.2193,15.485,7268.23,0.9987,0.00359,0.010375,0.01153,55.08,0.0001553,0.007864,0.0023524,0.0378,0.057,2.6127,3.8672,149.56,0.03461,0.01002,0.003103,0.02629,0.0007875,0.1327,0.004783,2.3466,47.32,0.01403,0.2912,9.671,0.286,0.7768,0.00504,0.1142,0.6046,0.01995,1.66,0.0451,0.02179,0.002644,0.07622,0.2659,0.01439,0.005166,0.1972,0.6275,0.0001261,0.05916,50.99,0.23,1.2199,29.0,0.00478,0.2428
2019-11-23,0.03798,0.2286,0.001991,3.219,0.2436,0.2208,16.232,7311.57,0.9992,0.00375,0.011645,0.01174,54.43,0.0001609,0.008068,0.0023994,0.0391,0.0605,2.6755,3.9887,151.84,0.03913,0.01052,0.003098,0.02558,0.0008128,0.1366,0.00506,2.4266,48.1,0.01662,0.2985,10.003,0.313,0.808,0.00528,0.1159,0.6297,0.02033,1.744,0.047,0.02262,0.002771,0.07498,0.2739,0.01503,0.005756,0.2071,0.6317,0.0001262,0.06145,51.58,0.23407,1.3802,29.54,0.00492,0.2476
2019-11-24,0.03498,0.2024,0.001799,3.083,0.2167,0.2026,14.9964,6903.28,0.9993,0.00374,0.01085,0.01085,50.89,0.0001495,0.00745,0.002233,0.0349,0.05243,2.4115,3.7023,139.96,0.03709,0.00964,0.002747,0.02406,0.0007639,0.1252,0.004499,2.2216,43.86,0.01515,0.2689,8.971,0.2861,0.7344,0.00531,0.105,0.5629,0.01868,1.605,0.04217,0.02105,0.002591,0.0686,0.2417,0.0137,0.005244,0.1849,0.5762,0.0001129,0.05546,47.44,0.21989,1.3099,27.26,0.00456,0.2351
2019-11-25,0.03576,0.2069,0.001862,3.39,0.2325,0.2039,15.1457,7109.57,0.999,0.0042,0.010966,0.01137,49.78,0.0001537,0.008352,0.0022539,0.0345,0.05199,2.518,3.7691,145.69,0.04635,0.01109,0.002938,0.02408,0.0007913,0.1273,0.004799,2.2523,45.47,0.02094,0.2764,9.06,0.2817,0.7202,0.00628,0.1073,0.6003,0.02065,1.616,0.03944,0.02171,0.002778,0.07123,0.2596,0.01418,0.005829,0.1946,0.592,0.000108,0.05727,49.87,0.21731,1.228,27.22,0.0048,0.237
2019-11-26,0.03669,0.2197,0.001868,3.473,0.2916,0.2031,15.3564,7156.14,0.9997,0.00433,0.011434,0.01195,50.18,0.0001541,0.00845,0.0022663,0.0401,0.05453,2.6113,3.8706,147.47,0.04927,0.01196,0.002909,0.02436,0.0008077,0.1296,0.004856,2.2424,46.91,0.02171,0.2963,9.27,0.2954,0.7434,0.00653,0.1098,0.627,0.02343,1.665,0.04054,0.0223,0.002814,0.07317,0.2708,0.01528,0.006333,0.2048,0.6042,0.000109,0.05748,51.18,0.2206,1.2384,28.22,0.0051,0.2467
2019-11-27,0.03898,0.2248,0.001943,3.567,0.2862,0.2025,16.0888,7508.52,0.9993,0.00426,0.012233,0.01199,50.41,0.0001608,0.008612,0.0023208,0.0402,0.05782,2.6793,3.945,152.62,0.05594,0.01277,0.002954,0.02429,0.0008312,0.1379,0.005363,2.2242,47.7,0.02459,0.3263,9.452,0.2968,0.7623,0.00641,0.1214,0.6404,0.02244,1.717,0.04092,0.0227,0.002845,0.0757,0.2691,0.01607,0.006496,0.2076,0.6097,0.0001066,0.05863,55.79,0.224,1.2542,28.45,0.00512,0.2604
2019-11-28,0.03901,0.2865,0.001916,3.68,0.2856,0.2047,15.5333,7419.49,0.9994,0.00476,0.01166,0.01187,52.28,0.0001591,0.008683,0.002272,0.0401,0.05987,2.6237,3.9389,150.72,0.05357,0.01288,0.003024,0.02518,0.0008164,0.1352,0.005475,2.2702,46.79,0.02267,0.3123,9.264,0.304,0.7762,0.00617,0.117,0.6346,0.02375,1.802,0.04036,0.02255,0.002818,0.07667,0.2692,0.0158,0.006352,0.213,0.612,0.0001128,0.05787,53.81,0.22313,1.2725,28.59,0.00524,0.2652
2019-11-29,,0.2761,0.001992,4.012,0.3039,0.2152,16.2281,7739.68,0.9993,0.00462,0.011609,0.01238,56.98,0.0001745,0.008831,0.0023593,0.0419,0.06132,2.7921,4.0776,154.57,0.05511,0.01297,0.003053,0.026,0.0008288,0.138,0.005577,2.3403,48.54,0.02451,0.3178,9.705,0.3151,0.8019,0.006,0.1191,0.6793,0.02421,1.882,0.04159,0.02319,0.002898,0.07719,0.2917,0.01614,0.006479,0.219,0.6303,0.0001129,0.05898,55.77,0.22998,1.3068,29.33,0.00542,0.2712
2019-11-30,0.04032,0.2648,0.001911,3.921,0.2908,0.2036,15.7118,7541.89,0.9994,0.00506,0.011414,0.0123,54.99,0.0001708,0.008538,0.0022918,0.0448,0.06027,2.7479,3.9409,151.37,0.06061,0.01261,0.002954,0.02488,0.000788,0.1366,0.005249,2.2373,47.21,0.0289,0.3017,9.316,0.308,0.7669,0.00595,0.1142,0.6368,0.02444,1.79,0.0407,0.02261,0.002874,0.07015,0.2704,0.01548,0.006085,0.2079,0.605,0.0001062,0.05726,54.86,0.2255,1.3336,29.01,0.0053,0.2576
2019-12-01,0.03956,0.2651,0.001859,3.813,0.279,0.195,15.4297,7390.89,0.9992,0.00477,0.0114,0.012,53.08,0.0001704,0.008326,0.0022648,0.0418,0.06047,2.7737,3.9288,150.73,0.056,0.01282,0.002885,0.02543,0.0007891,0.1338,0.00542,2.1638,47.45,0.02661,0.293,9.246,0.3131,0.7471,0.00545,0.1139,0.6359,0.02312,1.783,0.03887,0.02258,0.002755,0.0747,0.2629,0.01591,0.007103,0.1936,0.6094,0.000103,0.05723,53.38,0.22477,1.2527,27.93,0.00516,0.2594
2019-12-02,0.03793,0.2742,0.001833,3.665,0.2595,0.1887,15.1288,7294.28,0.9993,0.00485,0.011507,0.01184,51.6,0.0001768,0.008758,0.0022194,0.04,0.05874,2.6736,3.8545,148.65,0.06326,0.01208,0.002866,0.02421,0.0007745,0.1315,0.005979,2.0911,45.45,0.02637,0.2926,8.937,0.3025,0.7345,0.00535,0.1125,0.6172,0.02305,1.752,0.03752,0.02278,0.002731,0.07144,0.2657,0.01521,0.007418,0.1929,0.5912,9.99e-05,0.05565,53.88,0.21914,1.2394,27.66,0.0051,0.2471
2019-12-03,0.03775,0.2879,0.001826,3.636,0.2638,0.1964,15.2542,7292.71,0.9996,0.00473,0.011082,0.01212,51.29,0.0001751,0.009236,0.0021782,0.0415,0.06296,2.6944,3.8285,147.17,0.06202,0.01189,0.002854,0.02372,0.000764,0.1331,0.00585,2.1222,44.75,0.02915,0.2986,8.937,0.3012,0.7427,0.00588,0.116,0.6171,0.02384,1.753,0.03895,0.02564,0.00272,0.07359,0.2641,0.01519,0.006969,0.1873,0.5822,0.0001001,0.05572,53.35,0.21951,1.2904,27.3,0.00569,0.2431
2019-12-04,0.03712,0.2625,0.001792,3.555,0.2854,0.1816,15.1,7194.32,0.9999,0.0045,0.010294,0.01198,50.22,0.0001735,0.009495,0.0021682,0.0431,0.0752,2.6268,3.7499,145.38,0.05599,0.01206,0.003219,0.02271,0.0007514,0.1293,0.005606,2.029,44.67,0.0318,0.291,8.6,0.2892,0.7223,0.00613,0.1107,0.5936,0.02555,1.704,0.03524,0.02626,0.002633,0.07207,0.2703,0.01426,0.006884,0.1827,0.5567,0.0001009,0.05467,52.61,0.2139,1.2411,26.66,0.0054,0.2295
2019-12-05,0.03761,0.2646,0.001821,3.49,0.2795,0.1861,15.6555,7389.0,0.9994,0.0044,0.010025,0.01251,49.96,0.0001785,0.0093,0.0021755,0.0504,0.09446,2.6829,3.7879,148.1,0.05177,0.01259,0.003405,0.02247,0.0007387,0.1328,0.005837,2.0068,44.81,0.03316,0.301,8.731,0.2924,0.7341,0.00601,0.1072,0.6105,0.02704,1.73,0.03824,0.02603,0.002659,0.07803,0.2666,0.01449,0.006872,0.1838,0.56,0.0001019,0.05539,53.78,0.22118,1.2887,30.17,0.00573,0.2311
2019-12-06,0.03825,0.2679,0.00181,3.652,0.2967,0.194,15.6666,7527.47,0.9992,0.00484,0.010149,0.01302,52.5,0.000183,0.00963,0.0021944,0.0573,0.10398,2.7249,3.887,148.45,0.0571,0.01331,0.003293,0.02364,0.0007302,0.135,0.005954,2.0943,45.28,0.04136,0.3062,8.746,0.2957,0.7506,0.00637,0.1093,0.616,0.0282,1.748,0.03915,0.02844,0.00271,0.07994,0.2702,0.01468,0.006945,0.1861,0.5664,0.0001036,0.05538,54.03,0.22546,1.3774,29.13,0.00617,0.2429
2019-12-07,0.03842,0.2753,0.001843,3.764,0.2927,0.1874,15.6067,7488.21,0.999,0.00544,0.009899,0.01345,52.39,0.0001844,0.009834,0.002184,0.0542,0.08641,2.7209,3.8603,147.14,0.06898,0.01338,0.003576,0.02461,0.000719,0.1363,0.006077,2.044,45.15,0.03889,0.3057,8.911,0.3004,0.747,0.00712,0.1102,0.6172,0.02722,1.742,0.03882,0.03379,0.002748,0.07897,0.2694,0.01448,0.006802,0.1888,0.5742,0.0001028,0.05541,54.38,0.22699,1.438,29.5,0.00643,0.2363
2019-12-08,0.03872,0.2934,0.001865,3.921,0.3009,0.1886,15.6121,7510.11,0.9987,0.00547,0.009641,0.01296,51.77,0.0001924,0.010349,0.0021971,0.0538,0.09073,2.7401,3.8977,150.44,0.06571,0.01273,0.003442,0.0262,0.00072,0.1355,0.005932,2.0528,45.56,0.0415,0.3104,9.031,0.3084,0.7479,0.00759,0.118,0.6402,0.02943,1.743,0.03777,0.03226,0.002868,0.0833,0.3083,0.01461,0.007127,0.195,0.5807,0.0001078,0.0558,53.68,0.22909,1.5998,29.25,0.00646,0.2367
2019-12-09,0.03723,0.2944,0.001843,3.666,0.3322,0.1846,15.3284,7338.64,1.0,0.00516,0.009407,0.01224,51.16,0.0001912,0.0095,0.0021699,0.0508,0.08236,2.657,3.7975,147.38,0.06441,0.01235,0.003461,0.02518,0.0006996,0.1336,0.00589,2.0984,44.45,0.03425,0.2992,8.721,0.3019,0.7325,0.0073,0.1114,0.6119,0.02723,1.738,0.03656,0.03027,0.002781,0.08556,0.3409,0.01438,0.006828,0.1881,0.5643,0.0001003,0.05462,54.41,0.22445,1.5497,30.93,0.00605,0.2306
2019-12-10,0.03634,0.2747,0.00177,3.58,0.275,0.1745,14.8088,7224.13,1.0001,0.00436,0.008365,0.01154,49.89,0.0001787,0.008588,0.0021368,0.0448,0.07418,2.6009,3.7749,145.56,0.04942,0.01091,0.003587,0.02334,0.0006638,0.1246,0.005317,2.2657,44.09,0.01725,0.2823,8.535,0.2802,0.7313,0.00535,0.1015,0.5898,0.02231,1.741,0.03443,0.024,0.002514,0.07617,0.3203,0.01412,0.006216,0.1769,0.528,9.55e-05,0.05315,52.7,0.22256,1.4754,30.03,0.00558,0.2263
2019-12-11,0.03664,0.2867,0.001746,3.823,0.281,0.1768,14.78,7210.0,1.0011,0.00449,0.009364,0.01144,49.67,0.000172,0.008689,0.0021379,0.0458,0.08367,2.5767,3.7748,143.39,0.05377,0.01119,0.004069,0.02473,0.0006636,0.1279,0.005155,2.1786,43.7,0.01794,0.2841,8.537,0.2815,0.7185,0.00571,0.1033,0.5915,0.02316,1.749,0.03367,0.02492,0.002542,0.08314,0.334,0.01416,0.006073,0.1752,0.5818,9.56e-05,0.0528,52.95,0.22093,1.5725,31.37,0.00564,0.2224
2019-12-12,0.0365,0.2769,0.001737,4.102,0.2749,0.1736,14.7238,7198.08,1.0015,0.00422,0.008538,0.01133,49.84,0.000184,0.008289,0.0021344,0.0427,0.083,2.5825,3.8157,144.87,0.05188,0.01101,0.003852,0.0233,0.0006638,0.1324,0.005109,2.1056,43.65,0.01572,0.2759,8.644,0.2783,0.7102,0.00536,0.102,0.5926,0.02231,1.817,0.034,0.0235,0.002584,0.08508,0.3687,0.01377,0.006211,0.1829,0.6223,9.35e-05,0.05201,52.93,0.21837,1.7583,31.83,0.00526,0.2166
2019-12-13,,0.2719,0.001757,3.967,0.2836,0.1875,14.8555,7258.48,1.0011,0.00418,0.008642,0.01155,50.69,0.0001826,0.008826,0.0021321,0.0427,0.08252,2.6254,3.8562,144.8,0.05118,0.01127,0.00405,0.02346,0.0006929,0.1323,0.00536,2.0709,44.44,0.01603,0.2693,8.894,0.2793,0.7059,0.00542,0.1046,0.6122,0.02289,1.865,0.03483,0.0241,0.00263,0.09017,0.3575,0.01407,0.005892,0.1811,0.6211,9.68e-05,0.0527,52.49,0.22054,1.7685,33.28,0.00556,0.2206
2019-12-14,0.03622,0.2523,0.001695,4.259,0.2577,0.179,14.3888,7064.05,1.001,0.00383,0.007778,0.01119,49.52,0.0001704,0.008355,0.0021127,0.0407,0.07581,2.5645,3.7984,141.79,0.04585,0.01134,0.003491,0.02325,0.0006521,0.1275,0.005154,1.9946,43.25,0.01359,0.2659,8.804,0.2733,0.7063,0.00475,0.1005,0.5868,0.02045,1.749,0.03656,0.02229,0.00252,0.08862,0.4182,0.01383,0.005451,0.1762,0.6781,9.42e-05,0.0509,51.31,0.21605,1.6768,32.11,0.00513,0.2112
2019-12-15,0.03649,0.2661,0.001772,4.494,0.2632,0.1833,14.3949,7118.59,1.0011,0.00398,0.00829,0.01126,50.8,0.000172,0.008372,0.0021363,0.0417,0.08645,2.5631,3.8056,142.46,0.04795,0.01198,0.0035,0.02278,0.0006613,0.126,0.0052,2.0708,43.44,0.01422,0.2702,8.914,0.2794,0.7018,0.00494,0.1026,0.5945,0.02096,1.757,0.03607,0.02305,0.002573,0.09555,0.502,0.01395,0.005569,0.1781,0.7211,9.6e-05,0.05097,50.8,0.21735,1.6715,32.89,0.00514,0.2072
2019-12-16,0.03412,0.2437,0.001658,4.053,0.2421,0.1748,13.4544,6891.72,1.002,0.00375,0.007835,0.01073,45.97,0.0001677,0.007711,0.002087,0.038,0.07965,2.3688,3.6796,132.73,0.05071,0.01101,0.003154,0.02086,0.0006388,0.1195,0.004894,1.9751,39.99,0.0132,0.2561,8.362,0.2636,0.6546,0.00451,0.0957,0.558,0.01959,1.654,0.03228,0.0221,0.002523,0.09156,0.5402,0.0134,0.005034,0.1773,0.7676,9.24e-05,0.04696,49.11,0.2055,1.6657,29.52,0.0048,0.1928
